Company/Brand,Sector,Stage,HeadQuarter,What it does,Amount($),Year
Kutuki,EdTech,Seed,Bangalore,Kutuki is a learning platform focused on children between the ages of three and seven.,2000000.0,2021
Onelife,Health Care,Undisclosed,Mumbai,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",121793941.14254577,2021
Eupheus,EdTech,Series B,New Delhi,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,4000000.0,2021
KreditBee,FinTech,Series C,Bangalore,KreditBee is an Instant Personal Loan Platform for Young Professionals.,75000000.0,2021
Pencil,Content publishing,Pre-series A,Mumbai,Pencil is a content publishing platform that enables writers to publish their work for free.,1000000.0,2021
Aisle,Dating app,Pre-series A,Bangalore,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,121793941.14254577,2021
Marquee Equity,FinTech,Undisclosed,Mumbai,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,3800000.0,2021
UptimeAI,AI,Seed,Bangalore,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures",1500000.0,2021
WizKlub,EdTech,Pre-series A,Bangalore,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,800000.0,2021
Zolve,FinTech,Seed,Bangalore,Zolve Innovations operates as a neo-banking startup.,15000000.0,2021
MediBuddy,EdTech,Debt,Bangalore,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",3000000.0,2021
Pariksha,EdTech,Pre-series A,Pune,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.",2000000.0,2021
Express Stores,E-Commerce,Seed,Gurugram,Express Stores is a retail and omnichannel startup company,1000000.0,2021
Avataar Ventures,FinTech,Undisclosed,Bangalore,Avataar Venture Partners is a growth Capital Investment Firm.,100000000.0,2021
Zingbus,Transport,Pre-series A,Haryana,Zingbus is an emerging brand in the intercity bus services.,121793941.14254577,2021
Phable,HealthTech,Series A,Bangalore,Mobile App for Patients and Doctors,12000000.0,2021
Codingal,EdTech,Undisclosed,Bangalore,Coding education platform for K-12 students,121793941.14254577,2021
Supply6,Health Care,Seed,Bangalore,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,100000.0,2021
Swajal,Water purification,Pre-series A,Gurugram,Swajal uses clean solar energy to purify drinking water at an affordable rate.,1600000.0,2021
BharatPe,FinTech,Series D,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,100000000.0,2021
Filo,EdTech,Pre-seed,New Delhi,Instant learning platform for students while self study.,260000.0,2021
Method & Madness,Real Estate,Seed,Mumbai,Method & Madness Technology operates as a real-estate tech company.,2000000.0,2021
EduFund,FinTech,Pre-seed,Gujarat,Changing the way Indians evaluate and plan higher education,300000.0,2021
Pepperfry,E-Commerce,Debt,Mumbai,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,30000000.0,2021
Zingavita,HealthTech,Undisclosed,Chandigarh,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.",400000.0,2021
Hypd Store,Content commerce,Pre-seed,New Delhi,"A shop worthy content platform, personalized!",121793941.14254577,2021
VerSe Innovation,Innovation Management,Series H,Bangalore,Owner of Dailyhunt App and I-Pay,1000000000.0,2021
Supersourcing,Software,Seed,Indore,Build your next app or website with our exclusive network of certified IT companies.,200000.0,2021
AutomataPi,Automation,Seed,Powai,AutomataPi is a next generation cognitive business process automation engine.,400000.0,2021
Newton School,EdTech,Series A,Bangalore,Newton School is a platform to learn and develop skills that you need for your best Tech career.,5000000.0,2021
TenderCuts,Food Industry,Undisclosed,Chennai,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",15000000.0,2021
Siply,FinTech,Seed,Bangalore,Siply Services operates as a micro-savings platform.,1000000.0,2021
SarvaGram,FinTech,Series B,Mumbai,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,10000000.0,2021
Unlu,Celebrity Engagement,Seed,Gurugram,Personalised Video Shoutout from top celebrities,1000000.0,2021
GlobalFair,Trading Platform,Seed,Gurugram,One-stop solution for all your procurement needs,2000000.0,2021
Eduvanz,FinTech,Debt,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",10000000.0,2021
OwO,E-Commerce,Undisclosed,Gurugram,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",200000.0,2021
Progcap,FinTech,Debt,New Delhi,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,1000000.0,2021
ABL Workspaces,Hospitality,Pre-series A,New Delhi,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,600000.0,2021
Nazara Technologies,Gaming,Undisclosed,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",10000000.0,2021
Scentials,Personal Care,Undisclosed,Mumbai,Scentials is building a unique beauty brands studio platform,6000000.0,2021
SplashLearn,EdTech,Series C,Gurugram,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,18000000.0,2021
Maya,HealthTech,Seed,Bangalore,Maya enables women to keep track of their health via a mobile application.,2200000.0,2021
GoTo,Transport,Undisclosed,Ghaziabad,Real Time Intercity City Transit Platform For 1.25 Bn People In India,150000.0,2021
MediBuddy,HealthTech,Series B,Bangalore,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,40000000.0,2021
Zetwerk,E-Commerce,Series D,Bangalore,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,120000000.0,2021
Remedico,Health Care,Undisclosed,Hyderabad,Remedico is a Mobile healthcare,500000.0,2021
PrepBytes,EdTech,Undisclosed,Gurugram,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,121793941.14254577,2021
SATYA MicroCapital,FinTech,Undisclosed,New Delhi,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,20000000.0,2021
YourPhysio,HealthTech,Pre-seed,Nagpur,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,350000.0,2021
Aviom Housing Finance,FinTech,Debt,New Delhi,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,1000000.0,2021
Hemp Horizons,Cannabis startup,Seed,Noida,Cannabis and Hemp company,200000.0,2021
MPL,Gaming,Undisclosed,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,95000000.0,2021
Koo,Blogging,Series A,Bangalore,Koo App operates as a microblogging app.,4100000.0,2021
InnerHour,Health Care,Series A,Mumbai,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,5200000.0,2021
Origo,AgriTech,Debt,Gurugram,"Origo Commodities, a complete post-harvest management financial solution for agricultural commodities.",10000000.0,2021
ExMyB,Consulting,Seed,Gurugram,ExMyB provides financial service and consulting services.,121793941.14254577,2021
Elucidata,BioTechnology,Pre-series A,New Delhi,Elucidata Corporation uses data analytics to transform decision-making processes in R&D labs in biotechnology and pharmaceutical companies.,5000000.0,2021
Saveo,HealthTech,Seed,Bangalore,Saveo operates a business-to-business e-commerce platform focused on pharmacies.,4000000.0,2021
Qin1,EdTech,Pre-series A,Noida,Re-imagining Kids of 21st Century!,121793941.14254577,2021
DotPe,FinTech,Seed,Gurugram,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.",8000000.0,2021
Taskmo,B2B Marketplace,Undisclosed,Bangalore,Gig Economy Platform | Task Fulfillment Platform | New-age fulfillment solutions,1400000.0,2021
MasterMentors,EdTech,Undisclosed,West Bengal,India's first online platform for mentors enabling them to translate their expertise into a profitable online course,1500000.0,2021
KIKO TV,E-Commerce,Pre-series A,Mumbai,KIKO TV is an AI-based short live video e-commerce platform.,121793941.14254577,2021
Quali55Care,Health Care,Seed,Mumbai,Deliver highly durable & affordable medical equipments on rental and sale.,121793941.14254577,2021
Ruptok,FinTech,Undisclosed,New Delhi,Ruptok operates as a fintech platform for gold loans,10000000.0,2021
RevFin,FinTech,Undisclosed,New Delhi,RevFin is a digital lending company.,121793941.14254577,2021
SeeVC,Tech,Seed,New Delhi,Leverages artificial intelligence (AI) to build products for the education sector,1000000.0,2021
Junio,EdTech,Undisclosed,New Delhi,Junio is a kids-focused digital pocket money-smart card.,1000000.0,2021
VenWiz,B2B service,Seed,Bangalore,Digitising the interactions between core industry and vendors for engineering services,300000.0,2021
Vista Rooms,Hospitality,Undisclosed,Mumbai,"Vista Rooms is a South Asia's largest luxury holiday home rental management company. We are on a mission to build the ""Marriott for Homes""",1000000.0,2021
Makers Hive,Tech,Undisclosed,Hyderabad,"Makers Hive has made it possible to bring the people with amputations together by developing a fully functional, customizable",9000000.0,2021
Headfone,Social audio,Seed,Bangalore,Headfone helps create and share the audio content with listeners.,3000000.0,2021
Zouk,Fashion & Lifestyle,Seed,Mumbai,100% Vegan bags from India.,121793941.14254577,2021
MPL,Gaming,Undisclosed,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,5000000.0,2021
GrowFix,FinTech,Seed,Bangalore,Building high-yield Debt assets for retail investors,2000000.0,2021
Bombay Shaving Company,Fashion & Lifestyle,Undisclosed,New Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",6000000.0,2021
Dunzo,Delivery Service,Series E,Bangalore,Dunzo is a hyper-local delivery app that connects users to the nearest delivery partner.,40000000.0,2021
BeyondSkool,EdTech,Seed,Mumbai,BeyondSkool is a live upskilling platform for kids,2000000.0,2021
Mindler,EdTech,Pre-series A,New Delhi,Mindler is a career counseling company that provides career development guidance counseling services for students.,1000000.0,2021
Fashinza,B2B Manufacturing,Seed,Gurgaon,Fashinza is a B2B manufacturing marketplace that solves apparel/fashion supply chain challenges.,2600000.0,2021
BharatPe,FinTech,Debt,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,6000000.0,2021
Turnip,Gaming,Seed,Bangalore,Turnip is a live game streaming and community platform.,1600000.0,2021
Furlenco,Home Decor,Undisclosed,Bangalore,Furlenco is a subscription-based furniture rental platform that allows users to rent furniture on a monthly basis.,2000000.0,2021
